WI0036579,110000000000,BAD RIVER INDIAN RESERVATION,P.O. BOX 39,BIRCH HILL,WI,Noncompliance,,10,3,46.513,-90.556,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Solids, suspended percent removal"
WI0036587,110000000000,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,Noncompliance,,12,3,43.0747,-89.3846,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Phosphorus|Solids, suspended percent removal|Solids, total suspended|pH"
WI0037311,110000000000,"HEIM CHEESE CO INC, (LEBANON P",NWQ NEQ SEC 17 T9N R15E,WATERTOWN,WI,Noncompliance,,1,0,43.2553,-88.6255,
WI0037842,110000000000,NEENAH PAPER INC NEENAH MILL,135 N COMMERCIAL ST,NEENAH,WI,Noncompliance,,3,3,44.1878,-88.459,Copper
WI0037991,110000000000,NEWPAGE CORP WATER QUAL CTR,2811 FIFTH AVE NORTH,WISCONSIN RAPIDS,WI,Noncompliance,,6,2,44.4233,-89.8317,Chlorine
WI0046868,110000000000,MENOMINEE TRIBAL ENTERPRISE,P.O. BOX 10,NEOPIT,WI,Noncompliance,,4,0,43.0747,-89.3846,pH
WI0049727,110000000000,RED CLIFF BAND WWTF,88385 PIKE ROAD,BAYFIELD,WI,Significant Violation,E(EffViol),11,0,46.8508,-90.7909,"E. coli|Mercury|Phosphorus|Solids, suspended percent removal"
WI0058424,110000000000,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Significant Violation,S(CSchVio),12,1,43.0747,-89.3846,"BOD, carb-5 day, 20 deg C, percent removal|BOD, carbonaceous [5 day, 20 C]|Solids, suspended percent removal|Solids, total suspended|pH"
WI0058432,110000000000,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Noncompliance,,12,1,43.0747,-89.3846,"E. coli|Solids, suspended percent removal|pH"
WI0059048,110000000000,CALAMITY KNOLL FARM,9819 S GUSTAFSON RD,TURTLE TN,WI,Significant Violation,E(EffViol),8,2,42.5356,-88.9141,
WI0062847,110000000000,ST. CROIX TRIBAL COUNCIL,BIG SAND LAKE/WEST HERTEL WWTF,WEBSTER,WI,Noncompliance,,12,0,45.8107,-92.2053,Copper|E. coli|Oxygen|pH
WI0065196,110000000000,KANE FAMILY FARM,4367 LARK ROAD,DENMARK,WI,Significant Violation,S(CSchVio),7,2,44.3132,-87.9096,
WI0071307,110000000000,WOLF RIVER RANCH WWTF,MENOMINEE INDIAN RESERVATION,SHAWANO COUNTY,WI,Noncompliance,,9,3,43.0747,-89.3846,"Ammonia|BOD, carbonaceous [5 day, 20 C]|Oxygen|Phosphorus|Solids, total suspended"
WI0071315,110000000000,KESHENA WWTF,MENONMINEE INDIAN RESERVATION,KESHENA,WI,Noncompliance,,8,3,43.0747,-89.3846,"Ammonia|Oxygen|Phosphorus|Solids, total suspended"
WI0071323,110000000000,ONEIDA WWTF,ONEIDA INDIAN RESERVATION,ONEIDA,WI,Noncompliance,,12,0,43.0747,-89.3846,"Phosphorus|Solids, total suspended"
WIS065404,110000000000,MILWAUKEE DEPT OF PUBLIC WORKS,841 N BROADWAY,MILWAUKEE,WI,Noncompliance,,3,1,43.0418,-87.9089,
