WI0023221,110039958025,APPLETON CITY WWTF,59 WEIMAR COURT,APPLETON,WI,Noncompliance,4,Yes,3,44.2648,-88.3768,Y,Ammonia
WI0023230,110002050226,ARCADIA CITY WWTF,1070 MIDDLE ROAD,ARCADIA,WI,Noncompliance,6,Yes,,44.2376,-91.5120,Y,"BOD, 5-day, 20 deg. C"
WI0023370,110005513060,BELOIT CITY WWTF,2301 STATELINE RD,BELOIT,WI,Noncompliance,2,Yes,3,42.4940,-88.8899,Y,
WI0023469,110000576519,BROOKFIELD FOX WATER POLLUTION,21225 ENTERPRISE AVE,BROOKFIELD,WI,Noncompliance,7,Yes,3,43.0529,-88.1753,Y,Chloride|Chlorine|Oxygen
WI0023604,110002050244,CHIPPEWA FALLS CITY WWTF,1125 WEST RIVER ST,CHIPPEWA FALLS,WI,Noncompliance,2,Yes,1,44.9277,-91.4086,Y,
WI0023850,110002049239,EAU CLAIRE CITY WWTF,1000 FERRY ST,EAU CLAIRE,WI,Noncompliance,6,Yes,4,44.7855,-91.5390,Y,"Solids, total suspended"
WI0023990,110000423346,FOND DU LAC CITY WWTF,700 N DOTY ST,FOND DU LAC,WI,Noncompliance,3,Yes,10,43.7969,-88.4510,Y,Phosphorus
WI0024597,110005512276,MADISON METRO SEW DIST WWTF,1610 MOORLAND RD,MADISON,WI,Noncompliance,6,Yes,3,43.0343,-89.3463,Y,"BOD, 5-day, 20 deg. C|Chloride|Oxygen"
WI0024601,110039961397,MANITOWOC CITY WWTF,1015 SOUTH LAKEVIEW DR,MANITOWOC,WI,Noncompliance,7,Yes,3,44.0876,-87.6508,Y,"BOD, 5-day, 20 deg. C|Chlorine|Coliform, fecal general"
WI0024635,110010888101,MAUSTON CITY OF,EAST STATE ST,MAUSTON,WI,Noncompliance,1,Yes,1,43.7898,-90.0591,Y,
WI0024686,110005449274,GRAND CHUTE MENASHA WEST WWTF,1965 W BUTTE DES MORTS RD,NEENAH,WI,Noncompliance,3,Yes,8,44.2284,-88.4650,Y,"Solids, total suspended"
WI0024708,110002050128,MENOMONIE CITY WWTF,RIVER RD,MENOMONIE,WI,Noncompliance,2,Yes,2,44.8745,-91.9372,Y,pH
WI0024988,110010848397,OAKFIELD WWTF,400 NORTH MAIN ST,OAKFIELD,WI,Noncompliance,3,Yes,2,43.6898,-88.5477,Y,
WI0025038,110039971858,OSHKOSH CITY WWTF,233 CAMPBELL ROAD,OSHKOSH,WI,Noncompliance,3,Yes,8,44.0203,-88.5567,Y,Chlorine
WI0025411,110002050333,SHEBOYGAN CITY WWTF,3333 LAKESHORE DR,SHEBOYGAN,WI,Noncompliance,3,Yes,4,43.7198,-87.7103,Y,
WI0025593,110000579017,SUPERIOR SEWAGE DISPOSAL SYSTE,AVENUE E,SUPERIOR,WI,Noncompliance,10,Yes,5,46.7269,-92.0721,Y,"BOD, carbonaceous [5 day, 5 C]|Chlorine|Coliform, fecal general|Mercury|Phosphorus|Solids, total suspended"
WI0025739,110027215500,WAUSAU WATER WORKS WWTF,435 ADRIAN ST,WAUSAU,WI,Noncompliance,4,Yes,3,44.9468,-89.6271,Y,pH
WI0025763,110002049211,WEST BEND CITY WWTF,512 MUNICIPAL DR,WEST BEND,WI,Noncompliance,12,Yes,,43.4199,-88.1482,Y,Chloride
WI0026182,110002049257,MARINETTE CITY WWTF,1603 ELY ST,MARINETTE,WI,Noncompliance,6,Yes,3,45.0983,-87.6231,Y,
WI0026590,110002051341,TWO RIVERS CITY WWTF,1415 LAKE ST,TWO RIVERS,WI,Noncompliance,2,Yes,3,44.1443,-87.5669,Y,
WI0028291,110002321185,UNION GROVE VILLAGE WWTF,3710 67TH DRIVE,UNION GROVE,WI,Noncompliance,5,Yes,2,42.6894,-88.0322,Y,"BOD, 5-day, 20 deg. C|Chloride"
WI0028321,110010887647,SHULLSBURG WWTF,202 W WATER ST,SHULLSBURG,WI,Noncompliance,3,Yes,2,42.5951,-90.2382,Y,
WI0029394,110000736133,RIVER FALLS CITY WWTF,432 APOLLO ROAD,RIVER FALLS,WI,Noncompliance,3,Yes,2,44.8630,-92.6396,Y,Phosphorus
WI0029718,110010886826,SHAWANO COUNTY UTILITIES WWTF,N4231 STATE HIGHWAY 22,SHAWANO,WI,Noncompliance,3,Yes,2,44.7347,-88.6421,Y,
WI0030031,110002050459,PLYMOUTH UTILITY COMM WWTF,COUNTY HWY PP,PLYMOUTH,WI,Noncompliance,5,Yes,2,43.7295,-87.9699,Y,"Ammonia|BOD, 5-day, 20 deg. C|Phosphorus|Solids, total suspended"
WI0030350,110039977317,JANESVILLE CITY WWTF,TRIPP ROAD,JANESVILLE,WI,Noncompliance,2,Yes,6,42.6364,-89.0631,Y,
WI0030368,110010886960,JUDA SAN DIST WWTF,HWY 11 EAST,JUDA,WI,Noncompliance,5,Yes,2,42.5953,-89.4945,Y,
WI0030490,110010886997,WAUPACA CITY WWTF,325 S OBORN ST,WAUPACA,WI,Noncompliance,2,Yes,3,44.3554,-89.0748,Y,
WI0030651,110039972063,PESHTIGO CITY WWTF,HARBOR RD,PESHTIGO,WI,Noncompliance,4,Yes,2,45.0281,-87.7313,Y,Chlorine
WI0030759,110010887059,MADELINE SANITARY DISTRICT,S CTH H AT MADELINE ISLAND,LAPOINTE,WI,Noncompliance,1,Yes,1,46.7817,-90.7867,Y,
WI0030767,110002052126,ASHLAND SEWAGE UTILITY WWTF,1901 KNIGHT ROAD,ASHLAND,WI,Noncompliance,6,Yes,4,46.5958,-90.8497,Y,pH
WI0031054,110010892392,PLYMOUTH TN WWTF,RACE ST AND SCHUMAN RD,608-879-2309,WI,Noncompliance,3,Yes,2,42.6343,-89.1515,Y,
WI0031194,110039958631,LAKE MILLS CITY WWTF,MARINE ROAD,LAKE MILLS,WI,Noncompliance,5,Yes,3,43.0809,-88.8963,Y,"BOD, 5-day, 20 deg. C|Solids, total suspended"
WI0031232,110000420946,HEART OF THE VALLEY MSD WWTF,801 THILMANY ROAD,KAUKAUNA,WI,Noncompliance,4,Yes,3,44.2834,-88.2496,Y,Ammonia|Mercury
WI0031372,110010886675,CASCADE VILLAGE,BATES ROAD,CASCADE,WI,Noncompliance,2,Yes,1,43.6558,-88.0114,Y,
WI0031461,110000762443,WALWORTH COUNTY METRO WWTF,975 W WALWORTH AVE,DELAVAN,WI,Noncompliance,2,Yes,3,42.6340,-88.6630,Y,
WI0031496,110010886719,SALEM UTILITY DISTRICT NO 2,COUNTY HWY C,SALEM,WI,Noncompliance,3,Yes,2,42.5083,-88.1560,Y,
WI0032026,110039960744,DELAFIELD HARTLAND PCC WWTF,415 BUTLER DRIVE,DELAFIELD,WI,Noncompliance,3,Yes,4,43.0586,-88.4076,Y,
WI0032069,110010848627,CLOVER SANITARY DISTRICT,OLD HWY 13,CLOVER TN,WI,Noncompliance,1,Yes,1,46.8256,-91.2816,Y,
WI0032085,110010892052,HUSTLER VILLAGE OF,NORTH CENTER ST.,HUSTLER,WI,Noncompliance,1,Yes,1,43.8788,-90.2753,Y,
WI0032361,110010848636,MAIDEN ROCK WWTF,EAST RIVER ROAD,MAIDEN ROCK,WI,Noncompliance,2,Yes,2,44.5673,-92.3199,Y,
WI0032760,110010886390,LAKESIDE FOODS INC RANDOM LAKE,SEQ S27 NWQ S34S26T13NR21E,SHERMAN TN,WI,Noncompliance,1,Yes,1,43.6000,-87.9500,Y,
WI0035963,110010885925,MOUNT CALVARY WWTF,BASSWOOD RD,MOUNT CALVARY,WI,Noncompliance,1,Yes,,43.8335,-88.2418,Y,
WI0036021,110002051528,FONTANA WALWORTH WPCC WWTF,N840 CHILSON RD,FONTANA,WI,Noncompliance,6,Yes,5,42.5217,-88.6635,Y,"Ammonia|Chloride|Phosphorus|Solids, total suspended"
WI0036188,110010885970,STOCKBRIDGE-MUNSEE INDIAN TR,W13817 COUNTY HWY A,BOWLER,WI,Noncompliance,12,Yes,,0.0000,0.0000,N,Ammonia|Oxygen
WI0036544,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,Noncompliance,11,Yes,2,0.0000,0.0000,N,
WI0036579,110010886041,BAD RIVER INDIAN RESERVATION,P.O. BOX 39,BIRCH HILL,WI,Noncompliance,11,Yes,3,46.5130,-90.5560,Y,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Solids, suspended percent removal"
WI0036587,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,Noncompliance,12,Yes,3,0.0000,0.0000,N,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Phosphorus|Solids, suspended percent removal|Solids, total suspended|pH"
WI0036820,110002051421,MILWAUKEE METRO SEW DIST COMBI,8500 SOUTH FIFTH ST,MILWAUKEE,WI,Noncompliance,4,Yes,4,43.0309,-87.9146,Y,Mercury
WI0037389,110005425682,SCA TISSUE NORTH AMERICA LLC,TAYCO AND 3RD,MENASHA,WI,Significant Violation,1,Yes,4,44.2050,-88.4547,Y,
WI0037842,110007333242,NEENAH PAPER INC NEENAH MILL,135 N COMMERCIAL ST,NEENAH,WI,Noncompliance,3,Yes,3,44.1878,-88.4590,Y,Copper
WI0037991,110000544233,NEWPAGE CORP WATER QUAL CTR,2811 FIFTH AVE NORTH,WISCONSIN RAPIDS,WI,Noncompliance,6,Yes,2,44.4233,-89.8317,Y,Chlorine
WI0038938,110032664070,PLYMOUTH TUBE CO EAST TROY & TRENT PLANTS,2056 YOUNG ST,EAST TROY,WI,Noncompliance,2,Yes,2,42.7867,-88.3921,Y,
WI0040223,110000422560,DAIRYLAND POWER COOP ALMA 6,JP MADGETT GENERATING STATION,ALMA,WI,Significant Violation,3,Yes,1,44.3080,-91.9110,Y,"Solids, total suspended"
WI0042765,110064649153,WI PUBLIC SERV CORP WESTON 3,2501 MORRISON AVE,ROTHSCHILD,WI,Noncompliance,4,Yes,4,44.8616,-89.6551,Y,"Solids, total suspended"
WI0046868,110010885453,MENOMINEE TRIBAL ENTERPRISE,P.O. BOX 10,NEOPIT,WI,Noncompliance,5,Yes,,0.0000,0.0000,N,pH
WI0046957,110002433215,PGP INTERNATIONAL INC,N2689 COUNTY HWY S,JUDA,WI,Noncompliance,1,Yes,2,42.6022,-89.5068,Y,
WI0049727,110015656663,RED CLIFF BAND WWTF,88385 PIKE ROAD,BAYFIELD,WI,Noncompliance,12,Yes,,46.8508,-90.7909,Y,"E. coli|Mercury|Phosphorus|Solids, suspended percent removal"
WI0054411,110016875201,MONTCHEVRE BETIN INC,330 PENN ST,BELMONT,WI,Noncompliance,1,Yes,,42.7343,-90.3298,Y,
WI0054470,110002121230,LACTALIS USA,218 PARK STREET,BELMONT,WI,Noncompliance,2,Yes,,42.7358,-90.3271,Y,
WI0058424,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Noncompliance,12,Yes,1,0.0000,0.0000,N,"BOD, carb-5 day, 20 deg C, percent removal|BOD, carbonaceous [5 day, 20 C]|Solids, suspended percent removal|Solids, total suspended|pH"
WI0058432,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Noncompliance,12,Yes,1,0.0000,0.0000,N,"E. coli|Solids, suspended percent removal|pH"
WI0059048,110031276241,CALAMITY KNOLL FARM,9819 S GUSTAFSON RD,TURTLE TN,WI,Significant Violation,9,Yes,2,42.5356,-88.9141,Y,
WI0060216,110010848887,STETSONVILLE VILLAGE,SOUTH DUNLIN STREET,STETSONVILLE,WI,Noncompliance,3,Yes,1,45.0708,-90.3041,Y,
WI0061701,110016893245,CATAWBA KENNAN WWTF,KENNAN TN,KENNAN TN,WI,Noncompliance,1,Yes,1,45.5279,-90.6003,Y,
WI0065196,110055640980,KANE FAMILY FARM,4367 LARK ROAD,DENMARK,WI,Significant Violation,8,Yes,2,44.3132,-87.9096,Y,
WI0071307,110027989595,WOLF RIVER RANCH WWTF,MENOMINEE INDIAN RESERVATION,SHAWANO COUNTY,WI,Significant Violation,9,Yes,3,0.0000,0.0000,N,"Ammonia|BOD, carbonaceous [5 day, 20 C]|Oxygen|Phosphorus|Solids, total suspended"
WI0071315,110027989602,KESHENA WWTF,MENONMINEE INDIAN RESERVATION,KESHENA,WI,Significant Violation,9,Yes,3,0.0000,0.0000,N,"Ammonia|Oxygen|Phosphorus|Solids, total suspended"
WI0071323,110027989611,ONEIDA WWTF,ONEIDA INDIAN RESERVATION,ONEIDA,WI,Noncompliance,12,Yes,,0.0000,0.0000,N,"Phosphorus|Solids, total suspended"
WI0073041,110010890839,LAC COURTE OREILLES,13394 WEST TREPANIA ROAD,HAYWARD,WI,Noncompliance,3,Yes,,45.9431,-91.3611,Y,
WIS065404,110001922947,MILWAUKEE DEPT OF PUBLIC WORKS,841 N BROADWAY,MILWAUKEE,WI,Noncompliance,4,Yes,1,43.0418,-87.9089,Y,
WI0031658,110010886782,BLUE MOUNDS WASTEWATER TRTMNT,"10961 CTH ID""", BLUE MOUNDS,WI,Noncompliance,1,Yes,2,43.0186,-89.8337,Y,
