WI0032760,110010886390,LAKESIDE FOODS INC RANDOM LAKE,SEQ S27 NWQ S34S26T13NR21E,SHERMAN TN,WI,NON-POTW,Noncompliance,Admin Continued,Yes,1,1573,43.6000,-87.9500,N/A
WI0037842,110007333242,NEENAH PAPER INC NEENAH MILL,135 N COMMERCIAL ST,NEENAH,WI,NON-POTW,Noncompliance,Effective,Yes,3,156,44.1878,-88.4590,Copper
WI0000680,110005427323,CELLU TISSUE CORPORATION NEENAH,249 N LAKE ST,NEENAH,WI,NON-POTW,Noncompliance,Effective,Yes,1,251,44.1940,-88.4753,N/A
WI0000957,110002433304,NEXTERA ENERGY POINT BEACH LLC,6610 NUCLEAR RD,TWO RIVERS,WI,NON-POTW,Noncompliance,Admin Continued,Yes,5,815,44.2694,-87.5405,5-day BOD|TSS
WI0000698,110017418846,NEWPAGE WI SYSTEMS INC KIMBERL,433 NORTH MAIN STREET,KIMBERLY,WI,NON-POTW,Noncompliance,Admin Continued,Yes,1,2150,44.2763,-88.3344,N/A
WI0003620,110064253196,DOMTAR,HWY 73 W,PORT EDWARDS,WI,NON-POTW,Noncompliance,Effective,Yes,5,57,44.3366,-89.8562,5-day BOD|Temperature|pH
WI0003565,110000594198,ERCO WORLDWIDE USA INC PT EDW,101 HWY 73 SOUTH,NEKOOSA,WI,NON-POTW,Noncompliance,Effective,Yes,8,514,44.3381,-89.8871,pH
WI0001571,110009513810,DOMINION ENERGY KEWAUNEE INC,N490 HWY 42,KEWAUNEE,WI,NON-POTW,Noncompliance,Effective,Yes,1,901,44.3422,-87.5361,N/A
WI0037991,110000544233,NEWPAGE CORP WATER QUAL CTR,2811 FIFTH AVE NORTH,WISCONSIN RAPIDS,WI,NON-POTW,Noncompliance,Admin Continued,Yes,7,152,44.4233,-89.8317,Chlorine|Copper
WI0003611,110000850945,NEENAH PAPER INC WHITING MILL,3243 WHITING RD,STEVENS POINT,WI,NON-POTW,Noncompliance,Effective,Yes,2,1054,44.4809,-89.5689,N/A
WI0003468,110000422249,NEW PAGE WISCONSIN,2690 W RIVER DR,STEVENS POINT,WI,NON-POTW,Noncompliance,Effective,Yes,3,1419,44.4862,-89.5825,Temperature
WI0001848,110013863275,GEORGIA PACIFIC CONSUMER PROD,1919 S BROADWAY,GREEN BAY,WI,NON-POTW,Noncompliance,Effective,Yes,4,450,44.4925,-88.0323,Copper
WI0001261,110000421614,GEORGIA PACIFIC CONSUMER PROD,500 DAY ST,GREEN BAY,WI,NON-POTW,Noncompliance,Effective,Yes,1,2802,44.5203,-88.0054,N/A
WI0000973,110000421464,GREEN BAY PACKAGING INC MILL D,1601 N QUINCY ST,GREEN BAY,WI,NON-POTW,Noncompliance,Admin Continued,Yes,2,502,44.5273,-88.0004,pH
WI0029718,110010886826,SHAWANO COUNTY UTILITIES WWTF,N4231 STATE HIGHWAY 22,SHAWANO,WI,NON-POTW,Noncompliance,Effective,Yes,3,305,44.7347,-88.6421,N/A
WI0002984,110010739362,GRASSLAND DAIRY PRODUCTS,"HWY 98, 3 MI SE OF GRWD",GREENWOOD,WI,NON-POTW,Noncompliance,Effective,Yes,2,2334,44.7415,-90.6221,N/A
WI0042765,110064649153,WI PUBLIC SERV CORP WESTON 3,2501 MORRISON AVE,ROTHSCHILD,WI,NON-POTW,Noncompliance,Admin Continued,Yes,5,519,44.8616,-89.6551,Chlorine|TSS
WI0000531,110000421151,ST PAPER LLC,106 E CENTRAL AVE,OCONTO,WI,NON-POTW,Noncompliance,Admin Continued,Yes,5,787,44.8736,-88.1439,5-day BOD|TSS
WI0001040,110056962032,TYCO SAFETY PRODUCTS - ANSUL,ONE STANTON ST,MARINETTE,WI,NON-POTW,Noncompliance,Admin Continued,Yes,4,779,45.0971,-87.6141,TSS
WI0000540,110000420900,KIMBERLY CLARK CORP MARINETTE,3120 RIVERSIDE DR,MARINETTE,WI,NON-POTW,Noncompliance,Effective,Yes,2,782,45.1048,-87.6498,N/A
WI0002810,110064642392,PACKAGING CORP OF AMERICA,N9090 COUNTY HWY E,TOMAHAWK,WI,NON-POTW,Noncompliance,Admin Continued,Yes,2,366,45.4438,-89.7339,N/A
WI0003204,110000422908,CITYFOREST CORPORATION,1215 E WORDEN AVE,LADYSMITH,WI,NON-POTW,Noncompliance,Admin Continued,Yes,2,341,45.4636,-91.0888,Phosphorus
WI0003026,110000422383,"EXPERA SPECIALTY SOLUTIONS LLC, RHINELANDER",515 W DAVENPORT ST,RHINELANDER,WI,NON-POTW,Noncompliance,Admin Continued,Yes,4,114,45.6391,-89.4210,N/A
WI0003212,110000422392,FLAMBEAU RIVER PAPERS LLC,200 NORTH FIRST AVE,PARK FALLS,WI,NON-POTW,Noncompliance,Effective,Yes,4,536,45.9364,-90.4468,TSS
WI0003085,110000422962,CALUMET SUPERIOR LLC,2407 STINSON AVE,SUPERIOR,WI,NON-POTW,Noncompliance,Effective,Yes,7,1333,46.6915,-92.0720,Oil and grease|TSS|pH range excursions
WI0036188,110010885970,STOCKBRIDGE-MUNSEE INDIAN TR,W13817 COUNTY HWY A,BOWLER,WI,POTW,Noncompliance,Effective,Yes,12,7106,0.0000,0.0000,Ammonia|Oxygen
WI0036544,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,POTW,Noncompliance,Effective,Yes,11,102,0.0000,0.0000,N/A
WI0036587,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,POTW,Noncompliance,Effective,Yes,12,102,0.0000,0.0000,5-day BOD|E. coli|Oxygen|Phosphorus|TSS|pH
WI0046868,110010885453,MENOMINEE TRIBAL ENTERPRISE,P.O. BOX 10,NEOPIT,WI,POTW,Noncompliance,Effective,Yes,5,8724,0.0000,0.0000,pH
WI0058424,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,POTW,Noncompliance,Effective,Yes,12,669,0.0000,0.0000,5-day BOD|TSS|pH
WI0058432,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,POTW,Noncompliance,Effective,Yes,12,669,0.0000,0.0000,E. coli|TSS|pH
WI0071323,110027989611,ONEIDA WWTF,ONEIDA INDIAN RESERVATION,ONEIDA,WI,POTW,Noncompliance,Effective,Yes,12,,0.0000,0.0000,Phosphorus|TSS
WI0023370,110005513060,BELOIT CITY WWTF,2301 STATELINE RD,BELOIT,WI,POTW,Noncompliance,Effective,Yes,2,781,42.4940,-88.8899,N/A
WI0031496,110010886719,SALEM UTILITY DISTRICT NO 2,COUNTY HWY C,SALEM,WI,POTW,Noncompliance,Admin Continued,Yes,3,220,42.5083,-88.1560,N/A
WI0036021,110002051528,FONTANA WALWORTH WPCC WWTF,N840 CHILSON RD,FONTANA,WI,POTW,Noncompliance,Effective,Yes,5,93,42.5217,-88.6635,Ammonia|Chloride|TSS
WI0022292,110010888600,SOUTH WAYNE WWTF,STATE HWY 11,SOUTH WAYNE,WI,POTW,Noncompliance,Effective,Yes,2,710,42.5729,-89.8679,N/A
WI0028321,110010887647,SHULLSBURG WWTF,202 W WATER ST,SHULLSBURG,WI,POTW,Noncompliance,Effective,Yes,3,817,42.5951,-90.2382,N/A
WI0030368,110010886960,JUDA SAN DIST WWTF,HWY 11 EAST,JUDA,WI,POTW,Noncompliance,Effective,Yes,5,289,42.5953,-89.4945,N/A
WI0020362,110000737800,MONROE CITY WWTF,1224 10TH AVE W,MONROE,WI,POTW,Noncompliance,Effective,Yes,7,151,42.5994,-89.6680,Ammonia|Chlorine
WI0021709,110010888879,ORFORDVILLE WASTEWATER TREATME,702 WEST BRODHEAD ROAD,ORFORDVILLE,WI,POTW,Noncompliance,Effective,Yes,1,80,42.6297,-89.2660,N/A
WI0031461,110000762443,WALWORTH COUNTY METRO WWTF,975 W WALWORTH AVE,DELAVAN,WI,POTW,Noncompliance,Effective,Yes,2,473,42.6340,-88.6630,N/A
WI0031054,110010892392,PLYMOUTH TN WWTF,RACE ST AND SCHUMAN RD,608-879-2309,WI,POTW,Noncompliance,Effective,Yes,3,781,42.6343,-89.1515,N/A
WI0030350,110039977317,JANESVILLE CITY WWTF,TRIPP ROAD,JANESVILLE,WI,POTW,Noncompliance,Effective,Yes,2,213,42.6364,-89.0631,N/A
WI0021016,110039717312,DARLINGTON WASTEWATER TREATMEN,523 E ANN STREET,DARLINGTON,WI,POTW,Noncompliance,Effective,Yes,7,109,42.6798,-90.1068,N/A
WI0028291,110002321185,UNION GROVE VILLAGE WWTF,3710 67TH DRIVE,UNION GROVE,WI,POTW,Noncompliance,Effective,Yes,5,730,42.6894,-88.0322,5-day BOD|Chloride
WI0020001,110002120829,WHITEWATER CITY WWTF,CTH U,WHITEWATER,WI,POTW,Noncompliance,Admin Continued,Yes,4,387,42.8553,-88.7178,TSS
WI0022489,110002050119,FORT ATKINSON CITY WWTF,1600 FARMCO LANE,FORT ATKINSON,WI,POTW,Noncompliance,Effective,Yes,2,303,42.9054,-88.8664,5-day BOD 
WI0020338,110000875429,STOUGHTON CITY WWTF,700 MANDT PARKWAY,STOUGHTON,WI,POTW,Noncompliance,Effective,Yes,2,318,42.9102,-89.2149,N/A
WI0020281,110010889896,MOUNT HOREB WWTF,2247 SAND ROCK RD,MOUNT HOREB,WI,POTW,Noncompliance,Admin Continued,Yes,1,102,42.9773,-89.7355,N/A
WI0031658,110010886782,BLUE MOUNDS WASTEWATER TRTMNT,"10961 CTH ""ID"", BLUE MOUNDS, WISCONSIN",BLUE MOUNDS,WI,POTW,Noncompliance,Effective,Yes,1,1145,43.0186,-89.8337,N/A
WI0036820,110002051421,MILWAUKEE METRO SEW DIST COMBI,8500 SOUTH FIFTH ST,MILWAUKEE,WI,POTW,Noncompliance,Effective,Yes,6,338,43.0309,-87.9146,Fecal general Coliform|Mercury
WI0024597,110005512276,MADISON METRO SEW DIST WWTF,1610 MOORLAND RD,MADISON,WI,POTW,Noncompliance,Admin Continued,Yes,6,102,43.0343,-89.3463,5-day BOD|Chloride|Oxygen
WI0023469,110000576519,BROOKFIELD FOX WATER POLLUTION,21225 ENTERPRISE AVE,BROOKFIELD,WI,POTW,Noncompliance,Effective,Yes,7,884,43.0529,-88.1753,Chloride|Chlorine|Oxygen
WI0032026,110039960744,DELAFIELD HARTLAND PCC WWTF,415 BUTLER DRIVE,DELAFIELD,WI,POTW,Noncompliance,Effective,Yes,3,613,43.0586,-88.4076,N/A
WI0031194,110039958631,LAKE MILLS CITY WWTF,MARINE ROAD,LAKE MILLS,WI,POTW,Noncompliance,Admin Continued,Yes,5,491,43.0809,-88.8963,5-day BOD|TSS
WI0021181,110002050182,OCONOMOWOC CITY WWTF,900 S WORTHINGTON ST,OCONOMOWOC,WI,POTW,Noncompliance,Effective,Yes,11,214,43.0998,-88.5038,5-day BOD|Chloride|TSS
WI0020559,110002321176,SUSSEX VILLAGE WWTF,N59 W23551 CLOVER DR,SUSSEX,WI,POTW,Noncompliance,Effective,Yes,10,997,43.1253,-88.2173,Chloride
WI0020478,110002321167,SUN PRAIRIE CITY WWTF,3040 BAILEY RD,SUN PRAIRIE,WI,POTW,Noncompliance,Effective,Yes,3,688,43.1555,-89.2404,Ammonia|5-day BOD
WI0020184,110000875349,GRAFTON WATER & WASTEWATER UT,1900 9TH AVE,GRAFTON,WI,POTW,Noncompliance,Effective,Yes,2,884,43.3108,-87.9557,N/A
WI0021806,110010888968,JACKSON SEWAGE TREATMENT PLANT,W194 N16658 EAGLE DR,JACKSON,WI,POTW,Noncompliance,Admin Continued,Yes,5,541,43.3209,-88.1501,Ammonia|Phosphorus
WI0021008,110039966739,COLUMBUS CITY WWTF,537 RIVER RD,COLUMBUS,WI,POTW,Noncompliance,Effective,Yes,4,698,43.3284,-89.0089,N/A
WI0020109,110039975658,RICHLAND CENTER CITY WWTF,WEST SOUTH ST,RICHLAND CENTER,WI,POTW,Noncompliance,Effective,Yes,12,1213,43.3311,-90.3903,Ammonia|5-day BOD|Phosphorus
WI0020192,110000880752,HARTFORD WATER POLLUTION CTRL,1600 LIBERTY AVE,HARTFORD,WI,POTW,Noncompliance,Effective,Yes,2,240,43.3318,-88.4121,N/A
WI0021555,110010889440,SAUKVILLE SEWER UTILITY,1600 COTTONTAIL DR,SAUKVILLE,WI,POTW,Noncompliance,Effective,Yes,2,472,43.3752,-87.9392,N/A
WI0025763,110002049211,WEST BEND CITY WWTF,512 MUNICIPAL DR,WEST BEND,WI,POTW,Noncompliance,Admin Continued,Yes,12,59,43.4199,-88.1482,Chloride
WI0020427,110039973785,PORTAGE CITY WWTF,309 W WASHINGTON ST,PORTAGE,WI,POTW,Noncompliance,Admin Continued,Yes,2,169,43.5387,-89.4500,N/A
WI0031372,110010886675,CASCADE VILLAGE,BATES ROAD,CASCADE,WI,POTW,Noncompliance,Effective,Yes,2,362,43.6558,-88.0114,N/A
WI0024988,110010848397,OAKFIELD WWTF,400 NORTH MAIN ST,OAKFIELD,WI,POTW,Noncompliance,Admin Continued,Yes,3,772,43.6898,-88.5477,N/A
WI0025411,110002050333,SHEBOYGAN CITY WWTF,3333 LAKESHORE DR,SHEBOYGAN,WI,POTW,Noncompliance,Effective,Yes,3,375,43.7198,-87.7103,N/A
WI0030031,110002050459,PLYMOUTH UTILITY COMM WWTF,COUNTY HWY PP,PLYMOUTH,WI,POTW,Noncompliance,Effective,Yes,5,667,43.7295,-87.9699,Ammonia|5-day BOD|Phosphorus|TSS
WI0024635,110010888101,MAUSTON CITY OF,EAST STATE ST,MAUSTON,WI,POTW,Noncompliance,Effective,Yes,1,1811,43.7898,-90.0591,N/A
WI0023990,110000423346,FOND DU LAC CITY WWTF,700 N DOTY ST,FOND DU LAC,WI,POTW,Noncompliance,Effective,Yes,3,73,43.7969,-88.4510,Phosphorus
WI0035963,110010885925,MOUNT CALVARY WWTF,BASSWOOD RD,MOUNT CALVARY,WI,POTW,Noncompliance,Admin Continued,Yes,1,60,43.8335,-88.2418,N/A
WI0021032,110039975827,RIPON CITY WWTF,ASPEN ST,RIPON,WI,POTW,Noncompliance,Effective,Yes,6,439,43.8526,-88.8538,5-day BOD|TSS
WI0032085,110010892052,HUSTLER VILLAGE OF,NORTH CENTER ST.,HUSTLER,WI,POTW,Noncompliance,Effective,Yes,1,1531,43.8788,-90.2753,N/A
WI0020737,110005490762,SPARTA CITY WWTF,805 RICHGRUBER RD,SPARTA,WI,POTW,Noncompliance,Effective,Yes,3,59,43.9367,-90.8169,Ammonia
WI0025038,110039971858,OSHKOSH CITY WWTF,233 CAMPBELL ROAD,OSHKOSH,WI,POTW,Noncompliance,Effective,Yes,3,249,44.0203,-88.5567,Chlorine
WI0024601,110039961397,MANITOWOC CITY WWTF,1015 SOUTH LAKEVIEW DR,MANITOWOC,WI,POTW,Noncompliance,Effective,Yes,8,149,44.0876,-87.6508,5-day BOD|Chlorine|Fecal general Coliform
WI0026590,110002051341,TWO RIVERS CITY WWTF,1415 LAKE ST,TWO RIVERS,WI,POTW,Noncompliance,Effective,Yes,2,325,44.1443,-87.5669,N/A
WI0024686,110005449274,GRAND CHUTE MENASHA WEST WWTF,1965 W BUTTE DES MORTS RD,NEENAH,WI,POTW,Noncompliance,Admin Continued,Yes,3,150,44.2284,-88.4650,TSS
WI0023230,110002050226,ARCADIA CITY WWTF,1070 MIDDLE ROAD,ARCADIA,WI,POTW,Noncompliance,Effective,Yes,6,2644,44.2376,-91.5120,5-day BOD
WI0023221,110039958025,APPLETON CITY WWTF,59 WEIMAR COURT,APPLETON,WI,POTW,Noncompliance,Admin Continued,Yes,4,117,44.2648,-88.3768,Ammonia
WI0031232,110000420946,HEART OF THE VALLEY MSD WWTF,801 THILMANY ROAD,KAUKAUNA,WI,POTW,Noncompliance,Admin Continued,Yes,4,402,44.2834,-88.2496,Ammonia|Mercury
WI0030490,110010886997,WAUPACA CITY WWTF,325 S OBORN ST,WAUPACA,WI,POTW,Noncompliance,Effective,Yes,2,436,44.3554,-89.0748,N/A
WI0020494,110010890009,PITTSVILLE WATER & SEWER DEPT,POPULAR ST,PITTSVILLE,WI,POTW,Noncompliance,Effective,Yes,1,1195,44.4325,-90.1250,N/A
WI0032361,110010848636,MAIDEN ROCK WWTF,EAST RIVER ROAD,MAIDEN ROCK,WI,POTW,Noncompliance,Effective,Yes,2,740,44.5673,-92.3199,N/A
WI0021024,110002049177,MARSHFIELD CITY WWTF,3411 S GALVIN AVE,MARSHFIELD,WI,POTW,Noncompliance,Admin Continued,Yes,6,866,44.6415,-90.1405,5-day BOD|Copper|Phosphorus
WI0023850,110002049239,EAU CLAIRE CITY WWTF,1000 FERRY ST,EAU CLAIRE,WI,POTW,Noncompliance,Admin Continued,Yes,6,332,44.7855,-91.5390,TSS
WI0029394,110000736133,RIVER FALLS CITY WWTF,432 APOLLO ROAD,RIVER FALLS,WI,POTW,Noncompliance,Effective,Yes,3,718,44.8630,-92.6396,Phosphorus
WI0024708,110002050128,MENOMONIE CITY WWTF,RIVER RD,MENOMONIE,WI,POTW,Noncompliance,Effective,Yes,3,95,44.8745,-91.9372,Chlorine|pH
WI0023604,110002050244,CHIPPEWA FALLS CITY WWTF,1125 WEST RIVER ST,CHIPPEWA FALLS,WI,POTW,Noncompliance,Effective,Yes,2,1145,44.9277,-91.4086,N/A
WI0020273,110010889887,MARATHON WATER & SEWER DEPT,MARATHON STP,MARATHON,WI,POTW,Noncompliance,Effective,Yes,3,1061,44.9346,-89.8349,N/A
WI0023141,110005527769,ABBOTSFORD STP,504 E LINDEN ST,ABBOTSFORD,WI,POTW,Noncompliance,Effective,Yes,4,1781,44.9424,-90.3109,N/A
WI0025739,110027215500,WAUSAU WATER WORKS WWTF,435 ADRIAN ST,WAUSAU,WI,POTW,Noncompliance,Admin Continued,Yes,4,1033,44.9468,-89.6271,pH
WI0030651,110039972063,PESHTIGO CITY WWTF,HARBOR RD,PESHTIGO,WI,POTW,Noncompliance,Admin Continued,Yes,4,60,45.0281,-87.7313,Chlorine
WI0060216,110010848887,STETSONVILLE VILLAGE,SOUTH DUNLIN STREET,STETSONVILLE,WI,POTW,Noncompliance,Effective,Yes,3,1383,45.0708,-90.3041,N/A
WI0026182,110002049257,MARINETTE CITY WWTF,1603 ELY ST,MARINETTE,WI,POTW,Noncompliance,Admin Continued,Yes,6,59,45.0983,-87.6231,N/A
WI0022144,110039957990,ANTIGO CITY SPRINGBROOK FACILI,N2420 KOSZAREK ROAD,ANTIGO,WI,POTW,Noncompliance,Effective,Yes,4,47,45.1147,-89.1645,5-day BOD|pH
WI0020150,110002051494,MERRILL CITY WWTF,2606 STURDEVANT ST,MERRILL,WI,POTW,Noncompliance,Effective,Yes,6,88,45.1790,-89.6618,Chlorine|Phosphorus|TSS
WI0020796,110010889645,ST CROIX FALLS WWTF,RIVER ST.,ST. CROIX FALLS,WI,POTW,Noncompliance,Effective,Yes,5,396,45.4086,-92.6462,N/A
WI0021865,110000736124,RICE LAKE CITY WWTF,1112 S WISCONSIN AVE,RICE LAKE,WI,POTW,Noncompliance,Effective,Yes,8,1102,45.4886,-91.7489,5-day BOD|Chlorine|Fecal general Coliform|Phosphorus|TSS
WI0061701,110016893245,CATAWBA KENNAN WWTF,KENNAN TN,KENNAN TN,WI,POTW,Noncompliance,Effective,Yes,1,1426,45.5279,-90.6003,N/A
WI0021539,110010889431,PHILLIPS WASTEWATER TREATMENT,721 NORTH LAKE AVENUE,PHILLIPS,WI,POTW,Noncompliance,Effective,Yes,1,738,45.6966,-90.4075,N/A
WI0029467,110010887371,NIAGARA WASTEWATER TREATMENT F,SHERMAN AT TUTAS STREET,NIAGARA,WI,POTW,Noncompliance,Effective,Yes,2,352,45.7654,-87.9736,N/A
WI0073041,110010890839,LAC COURTE OREILLES,13394 WEST TREPANIA ROAD,HAYWARD,WI,POTW,Noncompliance,Expired,Yes,3,,45.9431,-91.3611,N/A
WI0022306,110010888619,MONTREAL WASTEWATER TREATMENT,PLANT STREET,MONTREAL,WI,POTW,Noncompliance,Effective,Yes,1,101,46.4313,-90.2307,N/A
WI0036579,110010886041,BAD RIVER INDIAN RESERVATION,P.O. BOX 39,BIRCH HILL,WI,POTW,Noncompliance,Effective,Yes,11,102,46.5130,-90.5560,5-day BOD|E. coli|Oxygen|TSS
WI0030767,110002052126,ASHLAND SEWAGE UTILITY WWTF,1901 KNIGHT ROAD,ASHLAND,WI,POTW,Noncompliance,Admin Continued,Yes,6,200,46.5958,-90.8497,pH
WI0022675,110039715984,WASHBURN WASTEWATER TREATMENT,SOUTH 10TH AVENUE WEST,WASHBURN,WI,POTW,Noncompliance,Effective,Yes,1,143,46.6611,-90.9092,N/A
WI0025593,110000579017,SUPERIOR SEWAGE DISPOSAL SYSTE,AVENUE E,SUPERIOR,WI,POTW,Noncompliance,Effective,Yes,10,732,46.7269,-92.0721,5-day BOD|Chlorine|Fecal general Coliform|Mercury|Phosphorus|TSS
WI0030759,110010887059,MADELINE SANITARY DISTRICT,S CTH H AT MADELINE ISLAND,LAPOINTE,WI,POTW,Noncompliance,Effective,Yes,1,1020,46.7817,-90.7867,N/A
WI0032069,110010848627,CLOVER SANITARY DISTRICT,OLD HWY 13,CLOVER TN,WI,POTW,Noncompliance,Effective,Yes,1,1412,46.8256,-91.2816,N/A
WI0049727,110015656663,RED CLIFF BAND WWTF,88385 PIKE ROAD,BAYFIELD,WI,POTW,Noncompliance,Effective,Yes,12,,46.8508,-90.7909,E. coli|Mercury|Phosphorus|TSS
WIS065404,110001922947,MILWAUKEE DEPT OF PUBLIC WORKS,841 N BROADWAY,MILWAUKEE,WI,,Noncompliance,,Yes,4,333,43.0418,-87.9089,N/A
WI0049042,110010885550,MAIZE N BACON,SWQ SEC 10 T9-10N R6-7E,PRAIRIE DU SAC TN,WI,NON-POTW,Unknown,Effective,No,0,,0.0000,0.0000,N/A
WI0056324,110031276036,HANOR COMPANY INC CROUCH FARM,"SE 1/4, SEC 21, T9N, R1E",ORION TN,WI,NON-POTW,Unknown,Effective,No,0,1570,0.0000,0.0000,N/A
WI0056600,110010884784,S AND R EGG FARMS INC GENESEE,S46 W29639 HWY 59  SEC 26 T6N,GENESEE TN,WI,NON-POTW,Unknown,Effective,No,0,,0.0000,0.0000,N/A
WI0056677,110031276054,KETTLE MORAINE EGG RANCH LLC,NWQ SEC 7 T12N R20E,FARMINGTON TN,WI,NON-POTW,Unknown,Effective,No,0,1545,0.0000,0.0000,N/A
WI0057479,110031276116,HIDDEN VALLEY FARMS LAFAYETTE,NEQ SEC 33 T4N R2E,KENDALL TN,WI,NON-POTW,Unknown,Admin Continued,No,0,579,0.0000,0.0000,N/A
WI0058408,110031272708,JON-DE FARM INC,NEQ NWQ SEC 24 T28N R17W,BALDWIN,WI,NON-POTW,Unknown,Effective,No,0,1759,0.0000,0.0000,N/A
WI0058947,110031276198,TINDEDALE FARMS LLP,T21-22 N R19 SEC 34,WRIGHTSTOWN TN,WI,NON-POTW,Unknown,Effective,No,0,1220,0.0000,0.0000,N/A
WI0058998,110031276214,ROSENHOLM-WOLF DAIRY,NWQ T21N R11W SEC 2,WAUMANDEE TN,WI,NON-POTW,Unknown,Effective,No,0,828,0.0000,0.0000,N/A
WI0030481,110010848725,MHC RAINBOW LAKE LLC,19990 128TH ST,BRISTOL,WI,NON-POTW,Unknown,Effective,No,0,382,42.4955,-88.0486,N/A
WI0002089,110000877178,COLT INDUSTRIES FAIRBANKS MORS,701 LAWTON AVE,BELOIT,WI,NON-POTW,Unknown,Terminated,No,0,946,42.5094,-89.0289,N/A
WI0025941,110002121249,HORMEL FOODS CORPORATION,3000 KENNEDY DR,BELOIT,WI,NON-POTW,Unknown,Effective,No,0,674,42.5217,-88.9767,N/A
WI0030520,110010887013,"SINSINAWA DOMINICANS, INC",CTH ZZ,SINSINAWA,WI,NON-POTW,Unknown,Effective,No,0,1706,42.5249,-90.5404,N/A
WI0061921,110016895519,RIVERSIDE ENERGY CENTER LLC,WALTERS RD,BELOIT,WI,NON-POTW,Unknown,Effective,No,0,1114,42.5658,-89.0607,N/A
WI0050679,110000727330,BIRDS EYE FOODS INC DARIEN,DARIEN TN,DARIEN,WI,NON-POTW,Unknown,Effective,No,0,661,42.5894,-88.7369,N/A
WI0038580,110000419930,ADVANCE TRANSFORMER CO,350 21ST ST,MONROE,WI,NON-POTW,Unknown,Effective,No,0,1384,42.5920,-89.6552,N/A
