WI0021181,110002050182,OCONOMOWOC CITY WWTF,900 S WORTHINGTON ST,OCONOMOWOC,WI,Noncompliance,,11,4,43.09975,-88.50382,"BOD, 5-day, 20 deg. C|Chloride|Solids, total suspended"
WI0021865,110000736124,RICE LAKE CITY WWTF,1112 S WISCONSIN AVE,RICE LAKE,WI,Noncompliance,,7,3,45.48863,-91.74887,"Chlorine|Coliform, fecal general|Phosphorus|Solids, total suspended"
WI0022144,110039957990,ANTIGO CITY SPRINGBROOK FACILI,N2420 KOSZAREK ROAD,ANTIGO,WI,Noncompliance,,3,5,45.114699,-89.16452,pH
WI0022489,110002050119,FORT ATKINSON CITY WWTF,1600 FARMCO LANE,FORT ATKINSON,WI,Noncompliance,,2,3,42.905361,-88.866361,"BOD, 5-day, 20 deg. C"
WI0023469,110000576519,BROOKFIELD FOX WATER POLLUTION,21225 ENTERPRISE AVE,BROOKFIELD,WI,Noncompliance,,8,3,43.052863,-88.175269,Chloride|Chlorine|Oxygen
WI0024686,110005449274,GRAND CHUTE MENASHA WEST WWTF,1965 W BUTTE DES MORTS RD,NEENAH,WI,Noncompliance,,3,8,44.22839,-88.46502,"Solids, total suspended"
WI0025763,110002049211,WEST BEND CITY WWTF,512 MUNICIPAL DR,WEST BEND,WI,Noncompliance,,12,,43.41993,-88.1482,Chloride
WI0026042,110000422141,DOMTAR PAPER CO INC,BUSINESS HWY 51 SOUTH,ROTHSCHILD,WI,Noncompliance,,1,3,44.89194,-89.62467,Chlorine
WI0027995,110039973614,PLOVER VILLAGE OF,4496 COOLIDGE AVE,PLOVER,WI,Noncompliance,,4,3,44.456939,-89.58919,"Mercury|Solids, total suspended"
WI0029807,110010886862,MIDWEST NEUROLOGICAL REHAB CEN,STH 20 & SHARP ROAD,WATERFORD,WI,Noncompliance,,1,2,42.73821,-88.16741,
WI0031194,110039958631,LAKE MILLS CITY WWTF,MARINE ROAD,LAKE MILLS,WI,Noncompliance,,5,4,43.080917,-88.89625,"BOD, 5-day, 20 deg. C|Solids, total suspended"
WI0036021,110002051528,FONTANA WALWORTH WPCC WWTF,N840 CHILSON RD,FONTANA,WI,Noncompliance,,5,4,42.52167,-88.66347,"Ammonia|Chloride|Solids, total suspended"
WI0036188,110010885970,STOCKBRIDGE-MUNSEE INDIAN TR,W13817 COUNTY HWY A,BOWLER,WI,Noncompliance,,12,,44.903232,-88.927497,Ammonia|Oxygen
WI0036544,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,Noncompliance,,10,2,43.0707,-89.3846,
WI0036579,110010886041,BAD RIVER INDIAN RESERVATION,P.O. BOX 39,BIRCH HILL,WI,Noncompliance,,10,3,46.513,-90.556,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Solids, suspended percent removal"
WI0036587,110010886050,BAD RIVER BAND,P.O. BOX 39,ODANAH,WI,Noncompliance,,12,3,43.0707,-89.3846,"BOD, 5-day, 20 deg. C|BOD, 5-day, percent removal|E. coli|Oxygen|Phosphorus|Solids, suspended percent removal|Solids, total suspended|pH"
WI0037311,110010886149,"HEIM CHEESE CO INC, (LEBANON P",NWQ NEQ SEC 17 T9N R15E,WATERTOWN,WI,Noncompliance,,1,,43.25532,-88.625477,
WI0037842,110007333242,NEENAH PAPER INC NEENAH MILL,135 N COMMERCIAL ST,NEENAH,WI,Noncompliance,,3,3,44.18784,-88.45898,Copper
WI0037991,110000544233,NEWPAGE CORP WATER QUAL CTR,2811 FIFTH AVE NORTH,WISCONSIN RAPIDS,WI,Noncompliance,,6,2,44.42328,-89.831663,Chlorine
WI0046868,110010885453,MENOMINEE TRIBAL ENTERPRISE,P.O. BOX 10,NEOPIT,WI,Noncompliance,,4,,43.0707,-89.3846,pH
WI0049727,110015656663,RED CLIFF BAND WWTF,88385 PIKE ROAD,BAYFIELD,WI,Significant Violation,E(EffViol),11,,46.85083,-90.79089,"E. coli|Mercury|Phosphorus|Solids, suspended percent removal"
WI0058424,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Significant Violation,S(CSchVio),12,1,43.0707,-89.3846,"BOD, carb-5 day, 20 deg C, percent removal|BOD, carbonaceous [5 day, 20 C]|Solids, suspended percent removal|Solids, total suspended|pH"
WI0058432,110010884221,FOREST COUNTY POTAWATOMI COMM.,P.O. BOX 340,CRANDON,WI,Noncompliance,,12,1,43.0707,-89.3846,"E. coli|Solids, suspended percent removal|pH"
WI0059048,110031276241,CALAMITY KNOLL FARM,9819 S GUSTAFSON RD,TURTLE TN,WI,Significant Violation,E(EffViol),8,2,42.535565,-88.914134,
WI0062847,110020145190,ST. CROIX TRIBAL COUNCIL,BIG SAND LAKE/WEST HERTEL WWTF,WEBSTER,WI,Noncompliance,,12,,45.810738,-92.205262,Copper|E. coli|Oxygen|pH
WI0065196,110055640980,KANE FAMILY FARM,4367 LARK ROAD,DENMARK,WI,Significant Violation,S(CSchVio),7,2,44.31319,-87.90955,
WI0071307,110027989595,WOLF RIVER RANCH WWTF,MENOMINEE INDIAN RESERVATION,SHAWANO COUNTY,WI,Noncompliance,,9,3,43.0707,-89.3846,"Ammonia|BOD, carbonaceous [5 day, 20 C]|Oxygen|Phosphorus|Solids, total suspended"
WI0071315,110027989602,KESHENA WWTF,MENONMINEE INDIAN RESERVATION,KESHENA,WI,Noncompliance,,8,3,43.0707,-89.3846,"Ammonia|Oxygen|Phosphorus|Solids, total suspended"
WI0071323,110027989611,ONEIDA WWTF,ONEIDA INDIAN RESERVATION,ONEIDA,WI,Noncompliance,,12,,43.0707,-89.3846,"Phosphorus|Solids, total suspended"
WIS065404,110001922947,MILWAUKEE DEPT OF PUBLIC WORKS,841 N BROADWAY,MILWAUKEE,WI,Noncompliance,,3,1,43.04176,-87.90888,
